ID,Part Number,Nomenclature ,QPA,QPE,GE NEG,Finished Part Supplier ,Engine Program,Engine Model,2015 QTY,Part Type,RM-Type,R/M Supplier,Plant,Yield ,Billet Diameter,Weight,Weight Type,Alloy,Spec,Flash Welding Permitted?,"Extend, Remove, or Negotiate?", R/M Unit Price 2014 , R/M Unit Price 2015 ,PO Amended  Y/N?, 2015 RM Delta , 2015 Material Deflation , 2015 Material Extended Value ,Machine Part Comments,NPI  - Leap/PP,Chip Revert  Part?,Alloy Family
1316,1668M81P02,RTNR.LPTS1,1,1,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,F110,,140,1668M81P02,Seamless,PCC,CARLTON,1=1,0,0,0,0,0,,," $1,467.66 "," $1,438.31 ",Yes, $(29.35)," $(4,109.00)"," $201,363.40 ",,,,0
1317,6039T46G07,DIFFUSER,1,1,Yes,00763-TURBINE ENGINE COMPONENTS TEXTRON       ,CT7,,34,3036T82P01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $1,499.53 "," $1,469.54 ",Yes, $(29.99)," $(1,019.66)"," $49,964.36 ",,,,0
1318,2479M10G01,FAN SPINNER,1,1,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,CF34 ,,40,2032M20P02,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $1,499.00 "," $1,469.00 ",Yes, $(30.00)," $(1,200.00)"," $58,760.00 ",,,,0
1319,L57300P01,# 1 BEARING HOUSING,1,1,Yes,14750-B&F MACHINE                             ,Other LM,,7,L57300P01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $1,647.35 "," $1,614.41 ",Yes, $(32.94), $(230.58)," $11,300.87 ",,,,0
1320,9977013-665G01,F404 LPTC KIT,1,,Yes,81749-SPACE-CRAFT MANUFACTURING               ,F404,,4,9977013-408P01,Seamless,PCC,Carlton,1=1,0,98.4,0,903,B50TF151,,," $2,036.00 "," $1,995.00 ",Yes, $(41.00), $(164.00)," $7,980.00 ",,,,Ni
1321,4022T36P03,SEAL,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,T64,,46,4011T35P01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $2,094.00 "," $2,052.00 ",Yes, $(42.00)," $(1,932.00)"," $94,392.00 ",,,,0
1322,4013382-076P03,"SUPPORT, FWD SEAL",,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,F110/F404/F118,,18,4013382-076P03(ref),Seamless,PCC,CARLTON,1=1,0,0,0,0,0,,," $2,190.87 "," $2,147.05 ",Yes, $(43.82), $(788.76)," $38,646.90 ",,,,0
1323,17A137-915P01,L605 RING,,,Yes,44278-PARADIGM PRECISION - MEX                ,CFM56,,212,17A137-915P01,Seamless,PCC,Carlton,1=9,0,0,0,0,0,,," $2,192.64 "," $2,148.78 ",Yes, $(43.86)," $(9,298.32)"," $455,541.36 ",,,,0
1324,6078T62G01,AFT SPINNER,1,1,Yes,62422-BROWN PRECISION INC                     ,CF34 ,,58,4013095-622P01,Seamless,PCC,Carlton,1=1,0,244.7,0,6061,AMS 4127,,," $2,200.00 "," $2,156.00 ",Yes, $(44.00)," $(2,552.00)"," $125,048.00 ",,,,Al
1325,4013382-149P04,AFT FLANGE,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,0,,0,4013382-076p03,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $2,190.00 "," $2,146.00 ",Yes, $(44.00), $-   , $-   ,,,,0
1326,4013382-149P02,"SUPPORT, FWD SEAL",,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,F110-100,,68,4013382-076P03,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $2,190.00 "," $2,146.00 ",Yes, $(44.00)," $(2,992.00)"," $145,928.00 ",,,,0
1327,5023T64P04,"SEAL,TURB-S5&6",1,1,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,CF34 ,,11,4060T96P04,Seamless,PCC,CARLTON,1=4,0,0,0,0,0,,," $2,297.98 "," $2,252.02 ",Yes, $(45.96), $(505.56)," $24,772.22 ",,,,0
1328,1275M11P02,S-1 LPT RET.,1,1,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,F110,,52,1275M11P02,Seamless,PCC,CARLTON,1=2,8,120.1,Gr.,718 T,C50TF104  ,,," $2,357.28 "," $2,310.14 ",Yes, $(47.14)," $(2,451.28)"," $120,127.28 ",,,,0
1329,5023T59P06,"SEAL,STG 3 TURBINE",1,1,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,CF34 ,,23,4060T96P02,Seamless,PCC,CARLTON,1=4,0,0,0,0,0,,," $2,423.67 "," $2,375.20 ",Yes, $(48.47)," $(1,114.81)"," $54,629.60 ",,,,0
1330,9977013-247P01,F414 LPT CASE AFT RING,,,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,F414,,82,9977013-995P01,Seamless,PCC,CARLTON,1=1,0,0,0,0,0,,," $2,484.75 "," $2,435.06 ",Yes, $(49.69)," $(4,074.58)"," $199,674.92 ",,,,0
1331,9977013-485G01,RING KIT,,,Yes,44278-PARADIGM PRECISION - MEX                ,CFM56,,0,9977013-223P01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $2,603.37 "," $2,551.30 ",Yes, $(52.07), $-   , $-   ,,,,0
1332,4013196-044P02,FLANGE,,,Yes,44278-PARADIGM PRECISION - MEX                ,M&I,,4,4013196-044P02,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $2,753.85 "," $2,698.78 ",Yes, $(55.07), $(220.28)," $10,795.12 ",,,,0
1333,2083M16P01,"FLANGE, AFT",,,Yes,44278-PARADIGM PRECISION - MEX                ,LM2500,,16,4013196-044P02,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $2,753.85 "," $2,698.78 ",Yes, $(55.07), $(881.12)," $43,180.48 ",,,,0
1334,9977013-485G01,RING KIT,,,Yes,44278-PARADIGM PRECISION - MEX                ,CFM56,,0,9977013-225P01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $2,929.12 "," $2,870.54 ",Yes, $(58.58), $-   , $-   ,,,,0
1335,L56785P03,"SEAL, SUPPORT",1,1,Yes,81749-SPACE-CRAFT MANUFACTURING               ,LMS100,,9,F0198-272,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $3,031.00 "," $2,970.52 ",Yes, $(60.48), $(544.32)," $26,734.68 ",,,,0
1336,5142T60G01,S3 NOZZLE AFT HANGER,1,1,Yes,00763-TURBINE ENGINE COMPONENTS TEXTRON       ,CPX38,,0,5142T60P01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $3,170.00 "," $3,107.00 ",Yes, $(63.00), $-   , $-   ,,,,0
1337,4013382-061P01,"SUPPRORT NOZZLE,HPT",,,Yes,65585-NUMET MACHINING TECHNIQUES              ,F110-100,,1,4013082-788P05,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $3,188.49 "," $3,124.72 ",Yes, $(63.77), $(63.77)," $3,124.72 ",,,,0
1338,9686M62P11,SUPPORT,1,1,Yes,02800-AIRCRAFT PRECISION PRODUCTS             ,LM2500,,0,4013077-932P06,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $3,222.12 "," $3,157.68 ",Yes, $(64.44), $-   , $-   ,,,,0
1339,2419M65G03,COWL SPRT,1,1,Yes,14750-B&F MACHINE                             ,GENX,,0,TF226M85G01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $3,323.01 "," $3,258.55 ",Yes, $(64.46), $-   , $-   ,,,,0
1340,2468M84G01,"CASE, STAGE 8",,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,CFM56,,0,4013726-334P01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,,  Leap  ,  Leap  ,NPI,#VALUE!,#VALUE!,#VALUE!,Moved to new p/n/Leap,Yes,,0
1341,2468M84G02,"CASE, STAGE 8",,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,LEAP A/C,,21,4013726-334P01,Seamless,PCC,Carlton,1=1,0,0,0,I-718,B50TF15 CL-E,,,  Leap  ,  Leap  ,NPI,#VALUE!,#VALUE!,#VALUE!,Moved to new p/n/Leap,Yes,,0
1342,2419M65G03,COWL SPRT,1,1,Yes,41847-GROS-ITE                                ,GENX,,0,TF226M85G01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $3,323.01 "," $3,258.55 ",Yes, $(64.46), $-   , $-   ,,,,0
1343,2419M65G04,COWL SPRT,1,1,Yes,41847-GROS-ITE                                ,GENX,,3,TF226M85G01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $3,323.01 "," $3,258.55 ",Yes, $(64.46), $(193.38)," $9,775.65 ",,,,0
1344,2419M65G04,COWL SPRT,1,1,Yes,14750-B&F MACHINE                             ,GENX,,3,TF226M85G01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $3,323.01 "," $3,258.55 ",Yes, $(64.46), $(193.38)," $9,775.65 ",,,,0
1345,4010M58G04,"KIT, COWL SUPPORT",1,,Yes,41847-GROS-ITE                                ,0,,90,TF2264M85G01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $3,323.01 "," $3,258.55 ",Yes, $(64.46)," $(5,801.40)"," $293,269.50 ",,,,0
1346,4010M58G04,"KIT, COWL SUPPORT",1,,Yes,14750-B&F MACHINE                             ,0,,90,TF2264M85G01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $3,323.01 "," $3,258.55 ",Yes, $(64.46)," $(5,801.40)"," $293,269.50 ",,,,0
1347,2551M98G02,CASE,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,Leap-1B,,4,4013726-333P02,Seamless,PCC,Carlton,1=1,0,0,0,I-718,B50TF15 CL-E,,,  Leap  ,  Leap  ,NPI,#VALUE!,#VALUE!,#VALUE!,Leap,Yes,,0
1348,1840M54G01,COWL SUPPORT(GE90),1,1,Yes,14750-B&F MACHINE                             ,GE90,,32,4013428-351P02,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $3,415.00 "," $3,347.00 ",Yes, $(68.00)," $(2,176.00)"," $107,104.00 ",,,,0
1349,9977010-892P01,FLANGE,,,Yes,65585-NUMET MACHINING TECHNIQUES              ,F404,,55,TF-9977010-892P01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $3,677.12 "," $3,603.57 ",Yes, $(73.55)," $(4,045.25)"," $198,196.35 ",,,,0
1350,5142T66G01,"HANGER,FWD NOZ",1,1,Yes,00763-TURBINE ENGINE COMPONENTS TEXTRON       ,CPX38,,0,5142T60P01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $3,721.00 "," $3,647.00 ",Yes, $(74.00), $-   , $-   ,,,,0
1351,9977013-780G01,F414 HPTSS KIT,1,,Yes,81749-SPACE-CRAFT MANUFACTURING               ,F414,,87,9977013-240P01,Seamless,PCC,Carlton,1=1,0,76.5,0,909,C50TF95,,," $3,878.94 "," $3,801.36 ",Yes, $(77.58)," $(6,749.46)"," $330,718.32 ",,,,Ni
1352,L56758P02,"BRKT, GRND TRANS-RIGHT SIDE PPN-840D1 QPE=1...........",1,1,Yes,02800-AIRCRAFT PRECISION PRODUCTS             ,LMS,,7,L56758P01SC,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $3,905.50 "," $3,827.39 ",Yes, $(78.11), $(546.77)," $26,791.73 ",,,,0
1353,17A166-944P01,"DISK & SHAFT,TURBINE ROTOR-STG 1",,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,T64/CT64,,12,4011T45P01,Seamless,PCC,CARLTON,1=1,0,0,0,0,0,,," $2,435.00 "," $2,350.00 ",Yes, $(85.00)," $(1,020.00)"," $28,200.00 ",,,,0
1354,9977013-760P01,HPTSS NOZZLE,,,Yes,44278-PARADIGM PRECISION - MEX                ,M&I,,231,9977006-340,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $4,832.30 "," $4,735.65 ",Yes, $(96.65)," $(22,326.15)"," $1,093,935.15 ",,,
1355,17A190-341P01,INNER SHELL,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,CF34,,14,17A190-341P01,Seamless,PCC,CARLTON,1=1,6,96.0,Yielded,HS188,AMS 5772,,," $5,166.90 "," $5,063.57 ",Yes, $(103.33)," $(1,446.62)"," $70,889.98 ",,,,Ni
1356,1285M49G03,"CASE,F110-129, COMP. REAR",1,5,Yes,80739-PARADIGM PRECISION - TEMPE OPERATIONS   ,F18,,77,4013084-277P07,Seamless,PCC,CARLTON,1=1,10,248.1,Yielded,718,B50TF15,,," $5,198.77 "," $5,094.80 ",Yes, $(103.97)," $(8,005.69)"," $392,299.60 ",,,,Ni
1357,17A190-853P01,FLANGE,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,0,,0,DL38039-701,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $5,613.93 "," $5,502.00 ",Yes, $(111.93), $-   , $-   ,,,,0
1358,2446M85G02,SPLTR,1,1,Yes,14750-B&F MACHINE                             ,GENX,,191,4013536-288P01,Seamless,PCC,Carlton,1=2,0,0,0,0,0,,," $5,607.56 "," $5,495.41 ",Yes, $(112.15)," $(21,420.65)"," $1,049,623.31 ",,,
1359,2383M69G02,"SPLITTER, LE",1,1,Yes,14750-B&F MACHINE                             ,GENX,,0,4013536-288P01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $5,608.00 "," $5,495.41 ",Yes, $(112.59), $-   , $-   ,,,,0
1360,17A190-855P01,FLANGE,,,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,0,,0,DL38039-701,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $5,616.93 "," $5,502.00 ",Yes, $(114.93), $-   , $-   ,,,,0
1361,5109T60G04,AB LINER DIFFUSER,1,1,Yes,52361-GKN AEROSPACE - CINCINNATI INC          ,F414,,112,44469903,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $6,107.87 "," $5,986.00 ",Yes, $(121.87)," $(13,649.44)"," $670,432.00 ",,,,0
1362,2479M11G01,SPINNER SUPPORT,1,1,Yes,91174-PCC AEROSTRUCTURES - WILKES- BARRE. LLC ,CF34 ,,65,2486M76P01 ,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $2,145.00 "," $2,019.00 ",Yes, $(126.00)," $(8,190.00)"," $131,235.00 ",,,,0
1363,1647M68G17,"CASE,LPT",1,1,Yes,91699-GKN AEROSPACE SWEDEN AB                 ,CF6,,3,R0627-002B,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $6,370.00 "," $6,242.60 ",Yes, $(127.40), $(382.20)," $18,727.80 ",,,,0
1364,1647M68G18,"CASE,LPT",1,1,Yes,91699-GKN AEROSPACE SWEDEN AB                 ,CF6,,70,R0627-002B,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $6,370.00 "," $6,242.60 ",Yes, $(127.40)," $(8,918.00)"," $436,982.00 ",,,,0
1365,1806M79G01,ENG MNT YOKE (BOEING/AIRBUS)                        E9,1,1,Yes,62379-MORRIS MACHINE                          ,CF6,,73,1806M72P01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $6,714.23 "," $6,579.95 ",Yes, $(134.28)," $(9,802.44)"," $480,336.35 ",,,,0
1366,1806M79G02,ENG MNT YOKE (MD 11),1,1,Yes,62379-MORRIS MACHINE                          ,CF6,,0,1806M72P01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $6,714.23 "," $6,579.95 ",Yes, $(134.28), $-   , $-   ,,,,0
1367,1686M87P02,"SEAL,ROT OIL#1BRG(GE90)(QPE=1 PER)",1,1,Yes,96140-BARNES AEROSPACE WINDSOR DIV            ,GE90,,31,1972D01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $6,792.00 "," $6,656.00 ",Yes, $(136.00)," $(4,216.00)"," $206,336.00 ",,,,0
1368,2043M92G01,BEARING HOUSING,1,1,Yes,96140-BARNES AEROSPACE WINDSOR DIV            ,0,,6,1963M18P02,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $7,238.00 "," $7,093.00 ",Yes, $(145.00), $(870.00)," $42,558.00 ",,,,0
1369,1873M75G04,"DIFFUSER, OGV",1,1,Yes,52361-GKN AEROSPACE - CINCINNATI INC          ,CFM56,,19,42789905,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $7,613.59 "," $7,461.32 ",Yes, $(152.27)," $(2,893.13)"," $141,765.08 ",2% YOY thru 2017,,,0
1370,1843M81G01,MOUNT,1,1,Yes,62604-PCX AEROSTRUCTURES                      ,CF6,,0,1843M81P01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $9,350.36 "," $9,163.35 ",Yes, $(187.01), $-   , $-   ,,,,0
1371,1843M82G01,YOKE,1,1,Yes,62379-MORRIS MACHINE                          ,CF6,,35,1843M82P01,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $10,733.04 "," $10,518.38 ",Yes, $(214.66)," $(7,513.10)"," $368,143.30 ",,,,0
1372,1647M68G17,"CASE,LPT",1,1,Yes,91699-GKN AEROSPACE SWEDEN AB                 ,CF6,,3,4013382-107,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $13,632.00 "," $13,359.36 ",Yes, $(272.64), $(817.92)," $40,078.08 ",,,,0
1373,1647M68G18,"CASE,LPT",1,1,Yes,91699-GKN AEROSPACE SWEDEN AB                 ,CF6,,70,4013382-107,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $13,632.00 "," $13,359.36 ",Yes, $(272.64)," $(19,084.80)"," $935,155.20 ",,,,0
1374,1647M68G17,"CASE,LPT",1,1,Yes,91699-GKN AEROSPACE SWEDEN AB                 ,CF6,,3,R0454-002BB,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $18,659.00 "," $18,285.82 ",Yes, $(373.18)," $(1,119.54)"," $54,857.46 ",,,,0
1375,1647M68G18,"CASE,LPT",1,1,Yes,91699-GKN AEROSPACE SWEDEN AB                 ,CF6,,70,R0454-002BB,Seamless,PCC,Carlton,1=1,0,0,0,0,0,,," $18,659.00 "," $18,285.82 ",Yes, $(373.18)," $(26,122.60)"," $1,280,007.40 ",,,
1376,9531M95G18,FAN STAT CASE,1,2,Yes,89067-PARADIGM PRECISION-BERLIN OPERATION     ,F110,,53,4013287-561P07,Seamless,PCC,CARLTON,1=1,0,0,0,0,0,,," $36,262.17 "," $35,536.92 ",Yes, $(725.25)," $(38,438.25)"," $1,883,456.76 ",,,
1377,1284M83G08,SHROUD STG 3A,1,2,Yes,85472-SUN COUNTRY INDUSTRIES                  ,F110  ,,40,1284M38P01,Seamless,PCC ,Carlton,1=8,0,0,0,0,0,,, $36.63 , $35.89 ,Yes, $(0.74), $(29.60)," $1,435.60 ",,,,0
1378,4004M57G01,1/2/3 SHRD KIT,1,1,Yes,85472-SUN COUNTRY INDUSTRIES                  ,F110,,48,1284M83G08,Seamless,PCC ,Carlton,1=8,0,0,0,0,0,,, $36.63 , $35.89 ,Yes, $(0.74), $(35.52)," $1,722.72 ","waiting on response from supplier to get a VA reduction, RM adjustments have been wrong in the past because kit was not taken into account",,,0
1379,1284M83G07,SHROUD STG 3,1,6,Yes,85472-SUN COUNTRY INDUSTRIES                  ,F110  ,,457,1284M38P01,Seamless,PCC ,Carlton,1=8,0,0,0,0,0,,, $36.63 , $35.89 ,Yes, $(0.74), $(338.18)," $16,401.73 ",,,,0
1380,6054T86G02,SHROUD,2,2,Yes,85472-SUN COUNTRY INDUSTRIES                  ,F404,,12,AFR00025,Seamless,PCC ,Carlton,1=16,0,0,0,0,0,,, $37.29 , $36.54 ,Yes, $(0.75), $(9.00), $438.48 ,,,,0
1381,6054T86G04,SHROUD,2,2,Yes,85472-SUN COUNTRY INDUSTRIES                  ,F404,,6,AFR00025,Seamless,PCC ,Carlton,1=16,0,0,0,0,0,,, $37.29 , $36.54 ,Yes, $(0.75), $(4.50), $219.24 ,,,,0
1382,4004M57G01,1/2/3 SHRD KIT,1,1,Yes,85472-SUN COUNTRY INDUSTRIES                  ,F110,,48,1284M83G07,Seamless,PCC ,Carlton,1=7,0,0,0,0,0,,, $41.86 , $41.02 ,Yes, $(0.84), $(40.32)," $1,968.96 ","waiting on response from supplier to get a VA reduction, RM adjustments have been wrong in the past because kit was not taken into account",,,0
1383,6054T86G03,SHROUD,2,2,Yes,85472-SUN COUNTRY INDUSTRIES                  ,F404,,6,AFR00025,Seamless,PCC ,Carlton,1=14,0,0,0,0,0,,, $42.62 , $41.76 ,Yes, $(0.86), $(5.16), $250.56 ,,,,0
1384,6054T86G01,SHROUD,2,2,Yes,85472-SUN COUNTRY INDUSTRIES                  ,F404,,12,AFR00025,Seamless,PCC ,Carlton,1=14,0,0,0,0,0,,, $42.62 , $41.76 ,Yes, $(0.86), $(10.32), $501.12 ,,,,0
1385,6026T51G02,PMB16440 RING SEGMENT,1,1,Yes,85472-SUN COUNTRY INDUSTRIES                  ,F404,,132,4013115-723,Seamless,PCC ,Carlton,1=1,0,0,0,0,0,,, $61.96 , $60.72 ,Yes, $(1.24), $(163.68)," $8,015.04 ",,,,0
1386,9379M41G09,SHROUD VANE S1,2,2,Yes,85472-SUN COUNTRY INDUSTRIES                  ,CF6,,88,9379M41P01,Seamless,PCC ,Carlton,1=1,0,0,0,0,0,,, $79.67 , $78.07 ,Yes, $(1.60), $(140.80)," $6,870.16 ",,,,0
1387,2038M40G01,"SHROUD,COMPR",1,2,Yes,85472-SUN COUNTRY INDUSTRIES                  ,F110/F101/F118,,0,1276M66P02,Seamless,PCC ,Carlton,1=6,0,0,0,0,0,,, $83.95 , $82.27 ,Yes, $(1.68), $-   , $-   ,,,,0
1388,2038M40G01,"SHROUD,COMPR",1,2,Yes,85472-SUN COUNTRY INDUSTRIES                  ,F110/F101/F118,,0,1276M66P01,Seamless,PCC ,Carlton,1=6,0,0,0,0,0,,, $95.31 , $93.40 ,Yes, $(1.91), $-   , $-   ,,,,0
1389,9379M41G09,SHROUD VANE S1,2,2,Yes,85472-SUN COUNTRY INDUSTRIES                  ,CF6,,88,9379M41P02,Seamless,PCC ,Carlton,1=1,0,0,0,0,0,,, $99.14 , $97.16 ,Yes, $(1.98), $(174.24)," $8,550.08 ",,,,0
1390,6026T51G02,PMB16440 RING SEGMENT,1,1,Yes,85472-SUN COUNTRY INDUSTRIES                  ,F404,,132,4013115-724,Seamless,PCC ,Carlton,1=1,0,0,0,0,0,,, $107.99 , $105.83 ,Yes, $(2.16), $(285.12)," $13,969.56 ",,,,0
1391,5109T90G03,"RING,SEG,VA-S2",1,2,Yes,85472-SUN COUNTRY INDUSTRIES                  ,F414,,206,5110T02P02,Seamless,PCC ,Carlton,1=4,0,0,0,0,0,,, $177.26 , $173.72 ,Yes, $(3.54), $(729.24)," $35,786.32 ",,,,0
1392,5109T87G05,ACT RING,1,1,Yes,85472-SUN COUNTRY INDUSTRIES                  ,F414,,213,5110T02P02,Seamless,PCC ,Carlton,1=4,0,0,0,0,0,,, $177.26 , $173.72 ,Yes, $(3.54), $(754.02)," $37,002.36 ",,,,0
1393,5109T89G03,"RING,SEG,VA-S1",1,2,Yes,85472-SUN COUNTRY INDUSTRIES                  ,F414,,168,5110T00P02,Seamless,PCC ,Carlton,1=4,0,0,0,0,0,,, $187.66 , $183.91 ,Yes, $(3.75), $(630.00)," $30,896.88 ",,,,0
1394,5109T87G04,ACT RING,1,1,Yes,85472-SUN COUNTRY INDUSTRIES                  ,F414,,173,5110T00P02,Seamless,PCC ,Carlton,1=4,0,0,0,0,0,,, $187.66 , $183.91 ,Yes, $(3.75), $(648.75)," $31,816.43 ",,,,0
1395,L21737G08,SHAFT ASSY,1,1,Yes,97101-WORLD AEROSPACE                         ,LM,,6,L21344P05,Seamless,PCC ,Carlton,1=1,0,0,0,0,0,,, $208.00 , $203.86 ,Yes, $(4.14), $(24.84)," $1,223.16 ",,,,0
1396,4017T37P02,REAR SEAL C,1,1,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,CT58,,56,4017T37P02,Seamless,PCC ,CARLTON,1=6,0,0,0,0,0,,, $540.86 , $530.04 ,Yes, $(10.82), $(605.92)," $29,682.24 ",,,,0
1397,L21737G08,SHAFT ASSY,1,1,Yes,97101-WORLD AEROSPACE                         ,LM,,6,L24466P01,Seamless,PCC ,Carlton,1=1,0,0,0,0,0,,, $832.00 , $815.45 ,Yes, $(16.55), $(99.30)," $4,892.70 ",,,,0
1398,6005T23G12,"CASING, COMPR",1,1,Yes,"11994-MAGELLAN AEROSPACE, HAVERHILL, INC      ",T64,,30,6005T23,Seamless,PCC ,Carlton,1=1,0,0,0,0,0,,," $26,492.23 "," $25,962.38 ",Yes, $(529.85)," $(15,895.50)"," $778,871.40 ",,,,0
1399,6066T50G02,"FAN CASE,F404",1,1,Yes,"11994-MAGELLAN AEROSPACE, HAVERHILL, INC      ",F404,,6,6066T50G02,Seamless,PCC ,Carlton,1=1,0,0,0,0,0,,," $34,436.89 "," $33,748.15 ",Yes, $(688.74)," $(4,132.44)"," $202,488.90 ",,,,0
1400,1558M64G01,F118 FAN STATR CASE,1,1,Yes,97101-WORLD AEROSPACE                         ,F110/F118,,0,4013287-561P07,Seamless,PCC ,Carlton,1=1,0,0,0,0,0,,," $36,262.17 "," $35,536.92 ",Yes, $(725.25), $-   , $-   ,,,,0
1401,17A190-342P01,OUTER SHELL,,,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,CF34,,3,17A190-342P01,Seamless,PCC   ,CARLTON,1=1,0,0,0,0,0,,," $5,014.65 "," $4,914.36 ",Yes, $(100.29), $(300.87)," $14,743.08 ",,,,0
1402,2082M18G02,GE90 HPT CASE,1,1,Yes,67013-PARADIGM PRECISION-MALDEN OPERATIONS    ,,,3,4013431-062P04,Seamless,PCC   ,Carlton,1=1,0,0,0,0,0,,," $18,724.00 "," $18,349.25 ",Yes, $(374.75)," $(1,124.25)"," $55,047.75 ",,,,0
1403,17A137-706P02,FAN DRIVE SHAFT,1,,Yes,30284-TRIUMPH GEAR SYSTEMS - TORONTO          ,F404,,70,17A137-706P02,Shafts_O,Allvac,Allvac,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $4,537.00 "," $4,721.00 ",Yes, $184.00 ," $12,880.00 "," $330,470.00 ",,,,0
1404,17A166-818P01,DRIVE SHAFT,1,,Yes,30284-TRIUMPH GEAR SYSTEMS - TORONTO          ,F404,,124,17A166-818P01,Shafts_O,Allvac,Allvac,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,," $4,065.00 "," $4,228.00 ",Yes, $163.00 ," $20,212.00 "," $524,272.00 ",,,,0
1405,17A166-818P02,DRIVE SHAFT,1,,Yes,30284-TRIUMPH GEAR SYSTEMS - TORONTO          ,F404,,122,17A166-818P02,Shafts_O,Allvac,Allvac,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $917.00 , $953.00 ,Yes, $36.00 ," $4,392.00 "," $116,266.00 ",,,,0
1406,17A137-706P01,FAN DRIVE SHAFT,1,,Yes,30284-TRIUMPH GEAR SYSTEMS - TORONTO          ,F404,,76,17A137-706P01,Shafts_O,Allvac,Allvac,1=1,#N/A,#N/A,#N/A,#N/A,#N/A,,, $833.00 , $867.00 ,Yes, $34.00 ," $2,584.00 "," $65,892.00 ",,,,0
